IP Address,Duration (in seconds),age,gender_men,participant_race_WHITE,participant_race_NONBLACK,participant_race_BLACK ,participant_EDU,What political party do you most identify with? - Selected Choice,political_ideology_continuous,"In terms of social and cultural issues, how liberal or conservative are you on a scale from 1-7 (from extremely liberal to extremely conservative)? - Political Ideology","In terms of economic issues, how liberal or conservative are you on a scale from 1-7 (from extremely liberal to extremely conservative)? - Political Ideology",generalSJ,racialSJ,educationsystem_effectiveness,courtsystem_effectiveness,economicsystem_effectiveness,prisonsystem_effectiveness,healthcaresystem_effectiveness,educationsystem_fairness,courtsystem_fairness,economicsystem_fairness,prisonsystem_fairness,healthcaresystem_fairness,courtprisonsystem_effectiveness_attitudes,courtprisonsystem_fairness_attitudes,courtsystem_attitudes,prisonsystem_attitudes,courtprisonsystem_attitdues,allsystem_attitudes,voting_importance,juryduty_importance,condition_categorical,Condition_Blackdefendant,appropriate_penalty,appropriate_penalty,verdict_PRE,confidence_guilty_PRE,confidence_notguilty_PRE,confidence_verdict_PRE,penalty_continuous_PRE_NA,penalty_continuous_PRE_0s,"If you had to sentence the individual being charged in this case, what would your verdict be?",verdict_POST,confidence_notguilty_POST,confidence_verdict_POST,confidenceinverdict_POST,penalty_continuous_POST,peNAlty_continuous_POST_NA,pe0lty_continuous_POST_0s,What socioeconomic class do you estimate the defendant in this case falls into?,impression_defendant_SES,What income bracket do you estimate the defendant in this case falls into?,impression_defendant_income,What is the highest level of education that you estimate the defendant in this case has?,impression_defendant_EDU,impression_defendant_trustworthiness,impression_defendant_intelligence,impression_defendant_dangerous,impression_defendant_reckless,impression_defendant_dominant,impression_defendant_competent,impression_defendant_hotheaded,impression_defendant_impulsive,Did the defendant in this case have an accent?,Which of the following best describes the accent the defendant had?,Please make your best guess as to which part of the United States the defendant in this case is from.,Because of today's PC (politically correct) standards I try to not appear racially prejudiced toward Black people.,I try to hide any racially prejudiced thoughts in order to avoid negative reactions from others.,I attempt to not appear racially prejudiced in order to avoid disapproval from others.,IMS,I attempt to not act in racially prejudiced ways because it is personally important to me.,I am personally motivated by my beliefs to not be racially prejudiced,"Because of my personal values, I believe that using racial stereotypes is wrong.",EMS ,"Because this study involved deception, as explained above, you have the right to withdraw consent to use the data we collected from you. If you give your consent, we will be able to use your data. If you do not give your consent, we will not be allowed to use your data and will have to destroy it. So please SELECT ONE:",Do you feel that you have been adequately debriefed about the nature of this study?,PROLIFIC_PID,con
75.187.127.104,490,36,1,1,1,0,3,Republican,5,6,5,2.375,3.375,2,1,2,1,1,2,1,3,1,3,1,1,1,1,1,1.7,6,3,white_southern,0,1 year,1,0,,6,6,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,3,2,2,4,3,2,3,2,Yes,Northeastern Accent,Northeast,2,2,2,2,2,2,1,1.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",650beb3afdc0195ec4ffda89,-1
172.96.79.228,745,59,0,1,1,0,5,Republican,5,5,5,4.25,3.375,3,2,2,1,1,3,2,2,1,1,1.5,1.5,2,1,1.5,1.8,5,5,white_southern,0,3 years,3,0,,3,3,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,3,3,4,4,4,5,5,No,,South,4,6,4,4.666666667,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66b3ddef36af8ede88109897,-1
50.89.97.28,887,70,0,1,1,0,6,Democrat,2,2,2,4.875,3.375,3,3,2,2,2,2,2,2,2,2,2.5,2,2.5,2,2.25,2.2,7,7,white_southern,0,1 year,1,0,,1,1,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,3,2,2,3,3,3,2,2,Yes,Impossible to tell,Northeast,4,4,4,4,4,4,6,4.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6647b64c8b9a9c3bc364d2a6,-1
35.150.24.132,1452,25,1,0,0,1,5,Republican,2,2,2,5.375,4.5,4,3,4,3,2,4,3,3,3,2,3,3,3,3,3,3.1,7,7,white_southern,0,2 years,2,0,,7,7,2,2,Not Guilty,0,,,,2 years,2,2,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,5,6,2,4,5,6,1,3,No,,Midwest,7,1,2,3.333333333,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",665e0d4039fbf0b54bab1900,-1
199.231.241.70,1200,46,1,1,1,0,6,Democrat,1,1 Extremely Liberal/Left-Leaning,4,6.25,5.75,5,5,4,5,5,5,5,4,5,4,5,5,5,5,5,4.7,7,7,white_southern,0,5 years,5,0,,5,5,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Upper middle class,4,"$61,000-$90,000",3,Bachelor's degree,3,6,5,3,3,5,4,3,2,Yes,Northeastern Accent,Northeast,7,1,2,3.333333333,4,7,7,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5eed3df84fcaa015f3e06637,-1
98.230.134.140,842,44,0,0,0,1,2,Independent,4,3,4,2.75,2.375,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.1,7,1,white_southern,0,5 years,5,0,,4,4,5,5,Not Guilty,0,,7,7,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,7,7,1,1,,5,3,3,No,,West,1,1,1,1,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66b3dd9fc2f52474eece7349,-1
107.122.177.11,1243,28,0,1,1,0,2,Democrat,4,5,2,4,4.5,3,2,2,1,1,3,1,2,1,1,1.5,1,1.5,1,1.25,1.7,5,6,white_southern,0,4 years,4,0,,3,3,3,3,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,5,3,2,3,3,3,5,4,Yes,Impossible to tell,West,5,4,2,3.666666667,5,7,5,5.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6530fed5b3281d288757fca9,-1
24.159.147.207,798,23,1,1,1,0,2,Other (Please specify),4,3,5,1.875,2.125,3,2,2,1,1,3,2,2,1,1,1.5,1.5,2,1,1.5,1.8,3,3,white_southern,0,5 years,5,1,5,,5,3,3,Guilty,1,4,,4,2 years,2,2,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,3,5,7,4,3,7,7,Yes,Northeastern Accent,Northeast,4,4,4,4,5,6,5,5.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6362406ab7caf5fc96bb61c8,-1
174.100.21.50,844,34,0,1,1,0,3,Republican,5,5,5,4.25,4.375,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1.4,7,4,white_southern,0,2 years,2,0,,2,2,2,2,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Lower middle class,2,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,4,5,4,6,6,5,5,6,No,,Midwest,6,5,5,5.333333333,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6670772508b70cea126b0ba2,-1
76.217.91.221,762,50,0,1,1,0,4,Independent,4,4,4,3.375,3.75,2,2,2,2,1,3,2,3,3,1,2,2.5,2,2.5,2.25,2.1,4,2,white_southern,0,2 years,2,0,,4,4,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,4,3,4,4,5,4,4,No,,South,4,4,4,4,4,4,4,4,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66e213017de6d8ce36bcaeaf,-1
65.17.172.195,570,53,0,1,1,0,3,Independent,6,6,6,3.875,5.625,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1.5,6,7,white_southern,0,3 years,3,0,,5,5,3,3,Not Guilty,0,,5,5,3 years,3,3,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,5,5,1,2,2,5,3,4,Yes,Southern Accent,South,7,4,4,5,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5db896c80f6ebd000d5d8487,-1
98.97.153.11,577,36,0,0,1,0,2,Republican,6,6,6,2.125,4.125,1,1,1,1,1,1,2,1,2,1,1,2,1.5,1.5,1.5,1.2,7,7,white_southern,0,10 years,10,1,5,,5,10,10,Guilty,1,5,,5,10 years,10,10,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,2,4,6,7,7,3,7,7,Yes,Southern Accent,South,1,1,1,1,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",62b1ed31eaaaa61b18c69032,-1
24.211.204.28,609,37,0,1,1,0,4,Independent,5,5,6,3.875,5.625,3,3,2,2,3,4,3,3,3,3,2.5,3,3,2.5,2.75,2.9,7,7,white_southern,0,5 years,5,0,,4,4,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Lower class,1,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,6,6,3,2,3,6,5,3,No,,Northeast,7,7,7,7,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",663e507a632c65364636f608,-1
172.251.28.21,884,20,1,0,1,0,2,Independent,3,3,3,3.625,3.5,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1.3,5,4,white_southern,0,10 years,10,1,6,,6,10,10,Guilty,1,6,,6,10 years,10,10,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,2,2,7,6,3,2,6,6,No,,Northeast,5,5,5,5,6,5,6,5.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",664efd1322a0666254a51974,-1
50.82.199.139,749,39,1,0,1,0,4,Democrat,3,4,4,2.5,2.875,3,2,1,2,4,2,1,2,1,3,2,1,1.5,1.5,1.5,2.1,7,3,white_southern,0,3 years,3,1,4,,4,3,3,Guilty,1,5,,5,2 years,2,2,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,4,4,6,3,5,4,5,No,,South,7,5,6,6,6,5,7,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5e46d70ab1f1c5000d96800d,-1
97.80.112.160,764,40,1,1,1,0,5,Independent,5,4,6,4,4.5,2,2,2,2,2,3,3,3,2,2,2,2.5,2.5,2,2.25,2.3,7,7,white_southern,0,6 years,6,0,,5,5,4,4,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower middle class,2,"$61,000-$90,000",3,"High school graduate or equivalent (e.g., GED)",2,4,5,3,5,4,5,5,5,No,,Northeast,2,2,2,2,7,6,6,6.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66622736b3fcb6b8f3c04fdd,-1
172.56.160.14,3091,24,0,0,1,0,5,Democrat,3,3,3,2.25,1.875,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,5,white_southern,0,2 years,2,0,,4,4,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Lower middle class,2,"$61,000-$90,000",3,"High school graduate or equivalent (e.g., GED)",2,4,4,4,5,5,4,3,5,Yes,Midwestern Accent,Midwest,6,5,5,5.333333333,5,7,5,5.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",60fccf17520f3c1b50feba47,-1
70.124.40.170,789,30,0,0,1,0,2,Democrat,3,2,3,2.375,3,2,3,2,1,3,2,2,1,2,2,2,2,2.5,1.5,2,2,5,4,white_southern,0,5 years,5,1,5,,5,3,3,Guilty,1,5,,5,3 years,3,3,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,3,4,4,5,4,4,6,5,Yes,Southern Accent,South,3,3,3,3,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5641ce9017bdbe000b2a0a3b,-1
35.148.214.178,633,22,0,1,1,0,5,Republican,5,5,6,3.75,4.875,2,2,2,2,1,3,3,3,3,3,2,3,2.5,2.5,2.5,2.4,5,4,white_southern,0,5 years,5,0,,4,4,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,5,2,4,7,4,5,4,No,,Northeast,5,5,5,5,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",63b74544b789eed26e5670dc,-1
68.205.149.117,422,38,0,1,1,0,4,Independent,1,1 Extremely Liberal/Left-Leaning,1 Extremely Liberal/Left-Leaning,1.125,1.75,1,2,1,1,2,1,2,1,1,1,1.5,1.5,2,1,1.5,1.3,3,4,white_southern,0,2 years,2,1,5,,5,2,2,Guilty,1,4,,4,2 years,2,2,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,4,3,5,4,4,6,6,No,,Midwest,6,5,6,5.666666667,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5fce766c6304ad09d04a6689,-1
73.102.92.6,717,43,0,1,1,0,5,Democrat,2,1 Extremely Liberal/Left-Leaning,2,2,3.75,2,2,1,1,1,2,2,1,2,1,1.5,2,2,1.5,1.75,1.5,7,7,white_southern,0,5 years,5,0,,1,1,5,5,Not Guilty,0,,1,1,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,4,4,4,4,6,6,6,Yes,Northeastern Accent,Northeast,1,1,1,1,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6543ae61df4c68a0e486942f,-1
107.180.176.68,846,22,1,0,0,1,5,Democrat,4,4,4,4.875,4.625,3,4,3,3,4,4,4,3,3,4,3.5,3.5,4,3,3.5,3.5,5,5,white_southern,0,less than 1 year,0,0,,5,5,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,5,5,4,4,5,5,5,4,No,,Northeast,5,3,4,4,5,5,4,4.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",669698fd35d0041857e6c61d,-1
173.77.113.178,630,37,0,1,1,0,6,Democrat,3,3,3,2.75,3.125,2,2,3,1,1,1,1,1,1,1,1.5,1,1.5,1,1.25,1.4,7,7,white_southern,0,2 years,2,1,4,,4,2,2,Not Guilty,0,,2,2,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,5,5,3,2,4,6,2,4,Yes,Northeastern Accent,Northeast,5,2,2,3,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5afa5252672ea800010d97e6,-1
107.9.237.195,1221,31,0,1,1,0,3,Democrat,3,2,3,2.125,2,2,3,1,2,1,2,1,2,1,2,2.5,1,2,1.5,1.75,1.7,6,6,white_southern,0,5 years,5,1,5,,5,3,3,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,5,3,4,5,4,3,2,Yes,Northeastern Accent,Northeast,4,2,2,2.666666667,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",59cf062758b71700019882d4,-1
98.16.148.66,435,39,0,1,1,0,3,Democrat,1,1 Extremely Liberal/Left-Leaning,2,3.75,3.125,2,4,2,1,2,2,4,2,1,3,2.5,2.5,4,1,2.5,2.3,7,7,white_southern,0,less than 1 year,0,0,,1,1,NA,0,Not Guilty,0,,1,1,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,3,3,4,5,4,4,5,6,No,,Northeast,5,5,5,5,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",58e178ff27e7d900011035d9,-1
172.58.231.206,575,25,1,0,0,1,3,Independent,4,3,4,3,4.25,5,4,3,2,4,4,3,4,3,3,3,3,3.5,2.5,3,3.5,7,6,white_southern,0,1 year,1,1,5,,5,2,2,Guilty,1,6,,6,2 years,2,2,Lower middle class,2,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,3,2,4,6,2,6,2,7,No,,Northeast,7,6,1,4.666666667,6,7,5,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66bcf52407e40789d4193810,-1
208.196.96.88,2385,42,1,1,1,0,5,Democrat,5,4,5,4.5,4.5,4,3,3,4,4,3,2,3,4,4,3.5,3,2.5,4,3.25,3.4,4,6,white_southern,0,3 years,3,1,5,,5,4,4,Guilty,1,5,,5,6 years,6,6,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,4,5,6,3,4,5,4,7,No,,West,5,6,5,5.333333333,5,4,5,4.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66cc9759889bbbbc81fc0356,-1
76.95.52.29,424,34,1,1,1,0,5,Independent,3,3,4,3.5,3.5,2,3,3,1,2,2,2,3,2,3,2,2,2.5,1.5,2,2.3,2,2,white_southern,0,1 year,1,0,,2,2,NA,0,Not Guilty,0,,3,3,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,3,4,2,3,3,4,3,2,No,,Northeast,4,3,5,4,3,3,3,3,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",663b8b8c77985d0703b48b9a,-1
68.0.16.6,638,28,0,0,1,0,6,Independent,4,4,4,2,3,2,2,3,1,4,2,2,3,1,4,1.5,1.5,2,1,1.5,2.4,4,4,white_southern,0,5 years,5,1,7,,7,5,5,Guilty,1,7,,7,5 years,5,5,Lower class,1,"$0-$30,000",1,Bachelor's degree,3,1,1,1,7,1,1,7,7,Yes,Southern Accent,South,4,4,4,4,7,4,7,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5f19fbbb7767270c32464eb5,-1
76.242.33.114,388,34,1,1,1,0,5,Independent,3,2,4,5.625,4.5,1,4,4,2,2,3,5,4,2,4,3,3.5,4.5,2,3.25,3.1,6,5,white_southern,0,5 years,5,0,,3,3,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,"High school graduate or equivalent (e.g., GED)",2,4,3,3,5,4,4,5,5,No,,Midwest,6,6,6,6,7,7,6,6.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5ba854ed7c0ebe0001272f2d,-1
162.0.193.90,1446,30,1,0,0,1,5,Independent,5,6,1 Extremely Liberal/Left-Leaning,5.625,5.375,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,white_standard,0,4 years,4,1,7,,7,4,4,Guilty,1,7,,7,4 years,4,4,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,7,5,3,3,4,5,7,No,,South,2,7,6,5,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",665358f21977781e0e8e6e2c,-1
71.175.104.219,1002,41,0,1,1,0,3,Democrat,3,3,3,2.25,2.5,1,2,2,1,1,1,1,1,1,1,1.5,1,1.5,1,1.25,1.2,6,6,white_standard,0,3 years,3,0,,1,1,3,3,Not Guilty,0,,1,1,3 years,3,3,Upper middle class,4,"$91,000-$120,000",4,Bachelor's degree,3,4,4,4,5,4,4,4,4,Yes,Northeastern Accent,Northeast,4,4,1,3,5,5,7,5.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5fcaf5287f61677cb1fcf57e,-1
50.110.194.156,1053,47,0,1,1,0,3,Republican,4,3,5,3,3.25,1,2,1,2,1,2,1,2,1,2,2,1,1.5,1.5,1.5,1.5,5,6,white_standard,0,3 years,3,0,,3,3,2,2,Not Guilty,0,,2,2,2 years,2,2,Lower middle class,2,"$61,000-$90,000",3,Bachelor's degree,3,3,5,3,4,2,4,4,5,No,,West,4,4,3,3.666666667,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",65e5ec7c5cc8e775d79139b5,-1
166.194.136.1,1235,41,1,1,1,0,5,Independent,4,4,4,3.75,3.75,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2.3,7,7,white_standard,0,2 years,2,0,,4,4,2,2,Not Guilty,0,,7,7,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,5,5,2,2,2,5,2,2,No,,Midwest,5,5,5,5,3,5,3,3.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",668c3c8f766286ffd8b50097,-1
139.171.39.194,2404,22,0,0,0,1,4,Republican,4,4,4,4.5,4.125,2,3,3,4,3,3,3,4,4,3,3.5,3.5,3,4,3.5,3.2,4,4,white_standard,0,5 years,5,1,5,,5,3,3,Not Guilty,0,,4,4,4 years,4,4,Lower middle class,2,"$31,000-$60,000",2,Bachelor's degree,3,4,5,3,4,5,4,5,3,No,,South,4,3,4,3.666666667,4,4,5,4.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66dec03ec1f404434d0b6bfe,-1
172.59.25.2,586,45,1,1,1,0,4,Republican,6,6,6,4.75,5.125,3,3,3,2,2,3,3,3,2,2,2.5,2.5,3,2,2.5,2.6,7,6,white_standard,0,1 year,1,0,,5,5,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Middle class,3,"$91,000-$120,000",4,Bachelor's degree,3,4,5,2,4,3,5,4,3,No,,Midwest,3,3,2,2.666666667,5,5,5,5,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",65d8b162351afaea32668bc4,-1
99.149.246.145,899,36,0,0,0,1,5,Independent,,3,2,2,2.625,2,2,2,1,3,2,2,1,1,2,1.5,1.5,2,1,1.5,1.8,7,7,white_standard,0,2 years,2,1,6,,6,2,2,Guilty,1,6,,6,2 years,2,2,Lower middle class,2,"$31,000-$60,000",2,Bachelor's degree,3,4,4,4,5,5,3,6,5,No,,Midwest,7,7,4,6,4,4,7,5,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6522bba9f065408008c70eb3,-1
72.135.43.76,957,28,0,0,0,1,5,Independent,4,4,5,2.625,3.125,1,2,1,1,1,2,2,2,1,2,1.5,1.5,2,1,1.5,1.5,4,3,white_standard,0,8 years,8,0,,4,4,NA,0,Guilty,1,2,,2,2 years,2,2,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,4,4,2,4,5,4,4,3,No,,Northeast,4,6,6,5.333333333,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5f9bc3941e4f743faedaa1dc,-1
172.59.109.166,1612,45,0,0,0,1,3,Democrat,5,3,5,2.875,2.375,2,2,2,2,2,2,2,2,1,2,2,1.5,2,1.5,1.75,1.9,7,4,white_standard,0,3 years,3,1,6,,6,4,4,Not Guilty,0,,2,2,"I selected ""not guilty""",NA,0,Upper middle class,4,"$31,000-$60,000",2,Bachelor's degree,3,3,2,7,5,6,2,6,3,No,,Northeast,6,4,4,4.666666667,7,6,7,6.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66b8205f25ce059b6de74424,-1
107.115.147.59,1308,35,0,0,1,0,3,Other (Please specify),5,5,4,4.75,4.75,3,3,3,3,3,3,2,3,3,3,3,2.5,2.5,3,2.75,2.9,5,6,white_standard,0,2 years,2,0,,7,7,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,3,4,3,4,5,4,4,4,No,,Midwest,4,1,1,2,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",666b3c8c54ce3b910754cb8d,-1
75.178.127.80,1792,50,0,0,0,1,5,Democrat,5,6,6,4.875,4.5,3,3,3,2,3,3,3,2,2,3,2.5,2.5,3,2,2.5,2.7,7,7,white_standard,0,1 year,1,1,6,,6,2,2,Guilty,1,6,,6,2 years,2,2,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,4,5,5,4,4,6,5,No,,Midwest,7,5,5,5.666666667,6,6,7,6.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",65f376829a9858335afcaf70,-1
213.178.140.235,913,30,1,0,0,1,5,Democrat,3,3,4,3.125,3.375,3,2,3,3,4,3,2,3,3,4,2.5,2.5,2,3,2.5,3,7,6,white_standard,0,5 years,5,1,5,,5,5,5,Guilty,1,5,,5,5 years,5,5,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,4,5,4,5,5,4,5,5,Yes,Western Accent,South,4,4,4,4,4,5,6,5,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66aa64efa2866366ce6f9b45,-1
135.129.71.26,596,41,0,1,1,0,3,Republican,7,7 Extremely Conservative/Right-Leaning,7 Extremely Conservative/Right-Leaning,3.625,4.625,2,3,2,1,3,2,2,2,1,2,2,1.5,2.5,1,1.75,2,7,7,white_standard,0,1 year,1,0,,5,5,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,5,5,3,3,3,5,3,3,No,,West,4,3,4,3.666666667,5,7,7,6.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66546fbc8a2568aa277e84d0,-1
172.59.69.184,813,40,0,0,0,1,3,Republican,7,7 Extremely Conservative/Right-Leaning,7 Extremely Conservative/Right-Leaning,3.625,5.625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,white_standard,0,1 year,1,0,,4,4,NA,0,Not Guilty,0,,1,1,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,6,4,3,4,4,4,3,2,No,,Midwest,1,2,4,2.333333333,1,7,4,4,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",65c10ccc76646afc7d043bd3,-1
207.228.26.5,730,29,1,1,1,0,5,Republican,6,6,6,4.5,4.5,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,2.8,7,7,white_standard,0,8 years,8,1,,,,8,8,Guilty,1,3,,3,5 years,5,5,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,4,4,4,4,4,4,4,4,No,,Northeast,4,4,4,4,4,4,4,4,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",660bbedd20ec032acb3c7960,-1
98.170.150.214,1700,51,0,0,0,1,1,Democrat,4,6,4,3.5,3,2,2,2,1,1,1,2,1,2,1,1.5,2,2,1.5,1.75,1.5,5,6,white_standard,0,10 years,10,0,,1,1,NA,0,Not Guilty,0,,1,1,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,Bachelor's degree,3,4,4,4,4,4,4,4,4,No,,Northeast,,6,5,5.5,4,4,3,3.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5de83f3b3aa615000a41f831,-1
71.224.39.109,765,32,1,0,1,0,5,Independent,4,5,4,3.375,4.75,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1.1,7,5,white_standard,0,1 year,1,0,,4,4,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,Bachelor's degree,3,4,4,2,2,3,4,3,3,No,,Northeast,6,6,6,6,4,5,4,4.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",58f3760092ac81000154f8af,-1
